tweet_id,text,location
ID_1031117731423236096,"Hi everyone, The aftermath of floods see a huge rise in diseases. To help with this demand for doctors in #KeralaFloods, my friends (@JaspreetSMakkar, @RidhimaKh) and I have gotten together to set up a basic website for free medical consultation. We need your help. Please RT.",
ID_1031117938475061248,As half of Kerala submerges thousands of @RSSorg Swayamsevaks are engaged in providing relief to the Victims @kumarnandaj @ganeshkerala @amitmalviya @poonam_mahajan @rajeshpadmar #KeralaFloodRelief #SevaBharati #സ്വാന്തനമായ്സേവാഭാരതി #Me_With_Sevabharathi,Kerala
ID_1031117964320227328,We’ve partnered with The Akshaya Patra Foundation to start a relief fund for those affected by the Kerala floods – everyone can make a contribution that’ll go towards distributing food there. You can open the Zomato app and tap on order food online” to donate. #KeralaFloods,Kerala The Akshaya Patra Foundation
ID_1031117968862629888,#IPS officer .@karthikeyangips coordinating relief efforts in #Kerala. All hands on deck. Stop not till the goal is reached #KeralaFloods #PoliceinKeralaFloods #KeralaFloodRelief #KeralaReliefFund #KeralaRainsHelp,Kerala
ID_1031130141215338496,"#JammuAndKashmir govt provides Rs 2 cr to #KeralaReliefFund. @jandkgovernor also conveyed sorrow & sincere sympathy of JK people over tragedy, loss of innocent lives, damage to public & private properties on account of the worst #KeralaFloods to CM Pinarayi Vijayan. #Jammu",Jammu
ID_1031140040846598144,#verified. #Vandiperiyar need food urgently. Pls contact vandiperiyar police station. 8248265650 this is the number. His name is Paramashivam. Police officer in vandiperiyar police station. #idduki #food #required #keralasos #KeralaFloods #keralafood Time: 4:15pm,Paramashivam
ID_1031140879568760832,TVM UPDATE: SUPPLIES NEEDED AT KINFRA APPAREL PARK READ TO EAT FOOD PACKETS AND WATER NEEDED URGENTLY #KeralaFloods #KeralaFloods2018 #DoForKerala #KeralaFloodRelief #KeralaSOS #KeralaFlood #KeralaReliefFund #Kerala #KeralaFloodRescue,Kerala
ID_1031141703955226624,RT @RajinikanthArmy: #Kerala Floods Relief By Rajini Makkal Mandram Pollachi Commitee #RajinikanthArmy #RA #ChiefMinisterRajinikanth,Kerala
ID_1031165008141414400,RT @RevappaAmagond: Just donated Rs. 2000 to Kerala CMs Flood relief fund. Inspired by Delhi MLAs like @Saurabh_MLAgk & CM @ArvindKejriwa,Delhi Kerala
ID_1031166533622329344,The death toll has reached 370 in flood-hit #Kerala as two more deaths were reported today morning Catch live updates here #KeralaReliefFund #KeralaFloods #KeralaFloodRelief,Kerala
ID_1031177855781167104,Please dont circulate an Audio clip that says Kerala doesnt need any material. @ArtofLiving Volunteers on ground there say it is needed very much. Rich or poor all need food and medicines. #KeralaFloodRelief,Kerala
ID_1031178881544290304,For kind attn in-kind relief contributors: Health officers are stating the urgent need for disinfection products & emergency medication required ASAP to address post flood cleaning needs. IGNORE AT OUR OWN PERIL. #DoForKerala #KeralaFloodRelief Pls prioritise these whn u send!,
ID_1031179946809389056,Sanitary napkins are just as important as food and blankets. Just put yourself in the shoes of any woman struggling there. #KeralaFloods #KeralaFloodRelief,
ID_1031189615028330496,"The worst flooding in a 100 years in Kerala.Millions of people have been made homeless,& Rs 20,000 crore-worth of damage caused to the state, Please don’t forget to donate via @CMOKeralas site and help us rebuild the gods own country #KeralaReliefFund",Kerala
ID_1031190223869235200,"#KeralaReliefFund We need Jugaad! Not JUMLAS Hanan, a 21yr Kerala girl, who was trolled for selling fish outside her college to meet educational needs has contributed ₹1.5L to Chief Minister Disaster Relief Fund—reciprocity anyone? Thousands of crores on Statutes/PR can wait!",Kerala
ID_1031191070229450752,"#KeralaFloodRelief #KeralaFloods2018 anyone know reliable water tanker suppliers in Coimbatore please reply. Need drinking water supplies to be sent to Ernakulam, Aluva.",Aluva Coimbatore Ernakulam
ID_1031205701480108032,RT @CensorReports: Rebelstar Prabhas donated 25lks to #KeralaReliefFund,
ID_1031217341323993088,Khalsa Aid to the forefront!!,
ID_1031219747075936256,"Anyone with a decent internet connection, whatsapp and typing skills looking to volunteer? Please reach out. Need help with data entry with info from the camps. #KeralaFloods #KeralaFloodRelief #KeralaFloodRescue",
ID_1031237178934812672,#Madurai #TVS #YouthClub Relief Work #KeralaFloods #KeralaFloodRelief #DoForKerala #Donate4Kerala Set 2/2 It takes great heard and time to do God Bless those Donated and coordinate in collections and make to reach the people Kudos Team,Madurai
ID_1031264441986240512,"Telangana Foods sent Balamrutham, nutritious food for children to Kerala. The food consignment costing Rs 52.5 lakh was airlifted to Kerala from Begumpet airport in a defence aircraft. #Kerala #KeralaFloodRelief #HelpKerala",Begumpet Kerala
ID_1031265055529152512,"#Update#KeralaFloods2018. Task force led by Major Upreti of Sudarshan Chakra Sappers involved in rescue work at Thiruvilla, one of the worst affected places, worked non-stop for 15 hours in heavy rains to evacuate 250 persons, many sick & homeless.#OpMadad#KeralaFloodRelief2018.",Sudarshan Chakra Thiruvilla
ID_1031278492325801984,Pathanamthitta district @Suriya_offl fans are carrying out the rescue works at flood affected regions.ὄFἿBὄFἿB #KeralaFloods2018 #KeralaReliefFund,Pathanamthitta
ID_1031281260201762816,"On #WorldHumanitarianDay let’s salute the volunteers working to provide help in #KeralaFloodRelief & parts of Karnataka. It’s heartwarming to see many organizations, including political & religious, have set aside their differences & stepped forward to work together on-ground.",Karnataka
ID_1031334280323063808,"Dear Friends, Please share these numbers to maximum groups for #rescue mission for isolated people in #Kerala #KeralFloods 94465 68222 #ARMY RESCUE TEAM WATSAAP (MESSAGE YOUR LOCATION ) 8281292702 #HELICOPTER",Kerala
ID_1031355478679347200,"Rescue operations underway in #Nelliampathi, #Palakkad whr roads are disconnected due to rains and landslides. Supplies r being taken by foot to people who r cut off frm rest of #Kerala #KeralaFloods #KeralaFloodRelief #KeralaFloodsRelief #KeralaSOS",Kerala Nelliampathi Palakkad
ID_1031371508327755776,"#KeralaFloods : 21-Year-Old College Student Hanan Hamid, who sells Fish, Donates Rs 1.5 lakh, to CM’s Relief Fund,which she kept for her education. Hats Off Hanan ὄF donate whatever u can #KeralaFlood #KeralaReliefFund #StandWithKerala #spreadthesmile",
ID_1031381543498014720,60T medicines from Hindon to Thiruvananthapuram 70 doctors & 30 personnel with medicines from Mumbai to Thiruvananthapuram #KeralaFloods #KeralaFloodRelief #KeralaFloods2018,Hindon Mumbai Thiruvananthapuram
ID_1031382496292757504,RT @ManshaPrabhas: #Prabhas Donated 1Cr For Kerala Flood Relief Fund Without Publicity❤ #KeralaFloodRelief,Kerala
ID_1031383723701194752,The JNU community is working so hard to collect material and money for the Kerala floods. True nationalism. #KeralaReliefFund,Kerala
ID_1031394653818572800,"#KeralaFloods2018: The death toll has reached 370 in flood-hit Kerala as two more deaths were reported on Sunday. Around 58,000 people were rescued from different districts of the state. #KeralaFloodRescue #KeralaFlood #KeralaNews",Kerala
ID_1031396138899845120,"After a week of heavy Rains and Floods, which ravaged #Kerala, things are slightly better as life limps back to normalcy. Rains have reduced and flood water levels have receded in affected areas. Nowfocus in #Kerala have shifted to relief and rehabilitation #KeralaFloodRelief",Kerala
ID_1031398170637545472,Locate a Missing person in Kerala Floods easily with this trick. #Kerala #KeralaFlood #KeralaFloodRelief #KeralaFloods #KeralaSoS,Kerala
ID_1031398393225138176,Respected madam/sir@RaoKavitha @KTRTRS we the group of youngsters from Hyderabad have come forward voluntarily to go to Kerala and help them in rescuing on behalf of Telanganacan u guide us Nd help us in this sir#KeralaFloods #KeralaFloodRelief,Hyderabad Kerala
ID_1031406378642890752,#KeralaFloodsRelief: @CISFHQrs executes multiple tasks in #KeralaFloodRelief,
ID_1031408386590498816,"#Kerala needs our help, let us all come together to rebuild god own country. the need will increase as the water recedes, desease will spread, medication , shelter , food will be required. Lets donate generously",Kerala
ID_1031409874993741824,I personally believe that helping the needy with food is the best help. @ZomatoIN and @AkshayaPatra have joined hands to make it easy for us to help ὤF Request you all to sponsor generously via Zomato Order app. RT to spread ❤️ #KeralaFloodRelief #KeralaFlood,
ID_1031434345792319488,"Ready to eat food kits by DRDO has been arranged by NPOL, Thrikkakara and is available for distribution in and around Ernakulam. Mr. Anand (9846314883) and Mr. Sameer (9447815114) may be contacted 20.08.2018 11.50 AM #KeralaFloodRelief #KeralaFloods @DefencePROTvm @DRDO_India",Ernakulam Thrikkakara
ID_1031434379006861312,"RT @FinancialXpress: #Kerala needs #electricians and #plumbers more than food and clothes, says #Union minister #KJAlphons",Kerala
ID_1031434539992850432,"#KeralaSOS Flood situation in Kerala is critical now CM says death toll mounted to 324 13 our of 14 districts More than 2lakh people in 1,500 relief camp 23 IAF choppers , 330 boats , 10 Army columns placed in rescue operation #WithKerala",Kerala
ID_1031437782311424000,• Anchal #Suriya Fans Postponed Their Big Welfare Program and Provided Food items to More Than 4 Flood Relief Centre Big Salute For Them ❤ #KeralaFloods #KeralaFloodsRelief #KeralaFloodRescue #DoForKerala @Suriya_offl @rajsekarpandian @SuriyaFansClub @kollam_sfc,
ID_1031438014818471936,#KeralaFloods #IndiaForKerala ⚡️ Death toll exceeds 400 as Kerala floods relief operations continue” @SouleFacts @SadhguruOnline @PMOIndia @rajnathsingh @SushmaSwaraj @CMOfficeAssam,Kerala
ID_1031438396303048704,"Need help to arrange a vehicle from trivandrum to ranni , Medical and Sanitary items , Doctors are waiting Contact Number : 8943307136 @vikramanmuthu @kuttanmaash #KeralaFloodRelief #resource",
ID_1031438408256827392,"Deadly floods in India’s southern state of Kerala have caused an estimated $2.7bn worth of damages, destroying homes, roads and huge tracts of farmland, just ahead of the region’s lucrative tourist season - writes @AmyKazmin #KeralaFloods2018",India Kerala
ID_1031450971145027584,"As water recedes, #Kerala stares at #leptospirosis outbreak, warn doctors; public health is the next big worry #KeralaFloods @DeccanHerald @anand_journo @coolcarni @shemin_joy @Ashtripathi13 @a2n1n1a2 @Ashtripathi13 @kumarprakash",Kerala
ID_1031451230479048704,"There is a #food requirement for food for 500 people at L.P school Kottappuram, #Aluva . #KeralaFloodRequest #KeralaFloodRelief Tagging @goonj @vinayaravind @KaapiRight @Akkyllees @akosotto @crazytwism @joele__ @vip_nair @thebhavyeah @iKamranShahid #KeralaSOS",Aluva Kottappuram
ID_1031459985186873344,"Updated - 20th 1:55 PM 1000 people require food ,undergarments, Dress Location -Malavana Church, Puthenvelikkara village, District - Ernakulam Contact details - 9745222866 #KeralaSOS #KeralaFloods",-Malavana Ernakulam Puthenvelikkara
ID_1031462038235762688,"#Kerala connect me to who need this, a kind soul wants to help. Do RT I am a juvenile diabetic & I realised need for insulin vials & needles. If, you know anyone who is involved in sending medical kits, I would be happy to sponsor for some of these life-saving medicines",Kerala
ID_1031474768883707904,"Rs. 20,000 still VERY at low side. Once all affected GO BACK to Home see the damage, Many things not able to Repair, Many have NO HOME, NO ClothesList endless.. Business also got HUGE Loss of stored items lost.. Machinery.. Vehicle INFRA UNPRECEDENTED..",
ID_1031486763150319616,#APNGOs Announced 20 Crores Donation For #Kerala Floods | #MahaaNews,Kerala
ID_1031486956889235456,"With rains ebbing away, Kerala got some respite but is faced with the gigantic task of rehabilitating those rendered homeless and preventing the outbreak of water-borne diseases, even as the death toll mounted to 216. #KeralaFloods #KeralaFloodRelief",Kerala
ID_1031486959573561344,2 trucks coming to #ernakulam for collecting relief materials for #Idukki. Will reach by 3.30pm and leave by 6pm. Materials should be delivered at Edapally Pathadippalam. Contact: Priya: 9526304494 Sreelakshmi: 8113883150 #verified #KeralaFloods #KeralaFloodRelief,Edapally Idukki
ID_1031490547624509440,#KeralaSOS #KeralaFloodRelief There are 3 volunteers in chenganur region. Please call them for any help. Akash 9840709808 @ksakash9977 #Chenganur #KeralaFloodRescue #KeralaFloodsRelief,Chenganur chenganur
ID_1031498839029637120,RT @MumbaiLiveNews: #Maharashtra sends medical assistance to #Kerala. #KeralaFloodRelief #KeralaFloods,Kerala Maharashtra
ID_1031502104509087744,RT @rameshlaus: Ace Dir @ARMurugadoss has donated ₹ 10 Lakhs to #KeralaReliefFund ὄFὄF @RIAZtheboss,
ID_1031515946882461696,We are with you Kerala. Are you joining the #KeralaDonationChallenge? You can donate using any of the following methods #KeralaFloods #KeralaReliefFund #KeralaFloodRescue #KeralaFloodRelief #Donation,Kerala
ID_1031516796795449344,"Dear Muslims On this auspicious Eid-ul-Azha, instead of sacrificing animals, donate some amount of money and help people of Kerala. There can’t be a greater ‘Qurbani’ than helping your fellow countrymen in their worst time #KeralaFloods.",Kerala
ID_1031516829267779584,"In an SOS situation, we don’t need food, clothing, shelter anymore! ὤ4 Iski umar ho gayi hai @jigneshmevani80 send her to Himalaya please!",Himalaya
ID_1031516966786236416,Transferred 10000 INR as a small support from my side to Kerala flood relief fund. #KeralaFloods #KeralaFloodReliefFund #KeralaFloodRescue #KeralaReliefFund,Kerala
ID_1031517204037152768,"Five members of Sajan Prakashs family are missing in Idukki and his house is destroyed. On Sunday, he became first Indian swimmer to qualify for #AsianGames 200m butterfly final since 1986. #KeralaFloods",Idukki
ID_1031517226858246144,"Go to to share your location and get help seamlessly. You can request food, water, shelter, clothes and other necessities through this portal. Lets stand together and help our brothers and sisters! #KeralaFloods #SaveKerala #KeralaBlasters",
ID_1031517637153579008,"#KeralaFloods : 1 mn people in relief camps, says Tourism Minister #RSSinKERALA #RSSinKERALA #KeralaFloodRelief",
ID_1031520275777576960,"Please Help my Family.. They are stil stuck at #pandanad no food #Chengannur Kindly request to send some food #KeralaFloods #keralarains #KeralaSOS Location: Nettor stores, Pandanad North (as per google map) Mob: 7021673371 Name: Sooraj Sreekumar",Chengannur Pandanad
ID_1031520762291777536,"Bihar Flood 2017: 500+ killed 2 Crore ppl affected 9 lac ppl lost their homes Bihar asked for 7000 crore, Centre paid 1500 crore Only MP, Gujarat & Jharkhand donated 5 crore each Did Kejriwal donate? No body blamed India,Army & talked abt United States of Bihar #KeralaFloods",Bihar Gujarat India Jharkhand United States
ID_1031529205673078784,Kerala floods: death toll rises to at least 324 as rescue effort continues #extremeweather #india #kerala #KeralaFloods2018 #KeralaFlood witnessing something that has never happened before in the history of Kerala”,Kerala india kerala
ID_1031532473136676864,#KeralaFloods kills hundreds of people and over 2 Lakh displaced. Fresh rain alert issued keeping the flood situation grim.,
ID_1031532768558284800,Your help can rebuild the life of affected in Kerala. Heres how you can contribute to Kerala flood relief. #StandWithKerala #HelpKerala #DonateKerala #KeralaFlood #KeralaFloods #AllForKerala #KeralaReliefFund Image Source: The Print,Kerala
ID_1031534472938840064,Donation Centres open for People in Mumbai! ὊALets Build Back Our #Kerala Together Following are the list of the immediate requirements across relief camps! Address Given Belowὄ7 #KeralaFloods #KeralaFloodRelief #KeralaReliefFund #Kerala @CarDroidusMax @Forumkeralam1,Kerala Mumbai
ID_1031534935587188736,CBN yesterday announced a financial aid of Rs.10 crore to flood-ravaged Kerala and promised all help to the State. TDP expresses immense grief over the loss of lives and damage to property in the State and wishes its residents a speedy recovery #KeralaFloods #KeralaFloodRelief,Kerala
ID_1031535308683259904,"Need Assistance @jtimberlake, as the flood in Kerala,India is uncontrollable and a lot of relief fund is needed to recover this disaster. Kindly share this tweet to International Medias. #KeralaNeedsHelp #KeralaFloods #KeralaSOS Donate here-",India Kerala
ID_1031535456922435584,#MakkalSelvi to donate ₹10 lacs towards Kerala CMs distress relief fund. #KeralaFloods #KeralaReliefFund @KeerthyOfficial ὄD,Kerala
ID_1031535976865312768,"MALDIVES DONATES USD 50,000 FOR KERALA RELIEF Token contribution in solidarity with the people of India” Maldives President’s Office. #KeralaSOS #KeralaFloods @MDVinIND @SushmaSwaraj",India KERALA MALDIVES Maldives
ID_1031536132343980032,"#KeralaFloods: Here’s how tech companies like @Google, @Facebook, @Paytm, @VodafoneIN are helping the rescue operations",
ID_1031536256948346880,"There is a drinking water shortage in Vypeen, #Ernakulam. People who can supply please reach out to 9895102936 vinod. #KeralaFloods #KeralaSOS",Ernakulam Vypeen
ID_1031536574524080128,"#KeralaFloods All are asking to donate Kerala cm fund, TV9 asking to donate to their account on behalf of Kerala. Tv9s different funda.",Kerala
ID_1031536932205907968,Thanks to HeroCycles for donating a bicycle to a 9-year-old girl girl who gave up all that she was saving for a cycle to help the victims of the #KeralaFloods :,
ID_1031547741074157568,Salem @ikamalhaasan Fans provided materials for #KeralaFloods #KeralaReliefFund #Kerala #KeralaFloods2018 #KamalHaasan,Kerala
ID_1031547761680773120,"I have contributed Rs.1,51,000 towards CM relief funds for the people of #Kerala. Lets all come out and support #KeralaFloods victims. I have done my bit in helping people of #Kerala in this time of natural disaster. #RT",Kerala
ID_1031548530781868032,"As your big Indian Fan, requesting you to please donate for the #KeralaFloods as Kerala needs big help from the big heart people like you sir. Please requesting you to look into this and contribute, your help is must at this time sir. You r a best friend to Indians. @BarackObama",Indian Indians Kerala
ID_1031549341373063168,"On 18 Aug,18 sorties were carried out & 99 survivors were brought. Total 526 survivors have been winched up.29 tonnes of total relief material air dropped,so far. 47,125 kg of food items & medicines distributed: Air Marshal B Suresh,Southern Air Command. #KeralaFloods @__Malli",
ID_1031550024394539008,"#keralafloods #chengannur My parents are still stranded in Madavana, Pandanad, Chengannur. No food or water has reached theme yet. Please help.",Chengannur Madavana Pandanad chengannur
ID_1031551388361392128,"25 KG Rice donated to the Kerala/Coorg flood Relief fund by Security Guard of Sri Venkatramana temple , Car street Mangalore. This clearly shows that it’s only a big heart which is required than a fat Purse.#KeralaFloods",Coorg Kerala Sri Venkatramana temple
ID_1031551763948552192,"Thousands of cow was destroyed in Kerala, which resulted in Kerala being affected. Nature has punished Kerala. Church gave wrong education to Kerala and motivated to do wrong things. #KeralaFloods @BJP4Keralam @News18Kerala @neerangautam",Kerala
ID_1031551834102460416,9012 RTs in 12 Hours .. As Pledged I will Donate - 18024 ὤFὤF (Tweeted at 9 am Screenshot taken at 9 pm) #KeralaFloods #Donate4Kerala #KeralaFloodRelief #KeralaDonationChallenge,
ID_1031552076969598976,"The torrential rains, overflowing rivers and a series of landslides have devastated the state of Kerala. 164+ people have lost their lives (as of 17th Aug18); 1,01,213 individuals have been displaced. #KeralaFloods #Kerala #Floods",Kerala
ID_1031553032868126720,#KeralaFloods #KeralaFloodRelief #Kerala #KeralaFlood Read through this simple checklist to stay safe in the floods aftermath. ~~~ RT and share with friends and family in Kerala.,Kerala
ID_1031560812496748544,Dr. Najeeb and Dr. Naseema Husband & Wife Alloted only 2 hours for a nap within 24 hours. Rest of the time they are spending to serve the Flood victims. Salute & respect Ὁ0 #KeralaFloods #StandwithKerala,
ID_1031561848775049216,"Hatsoff @KeerthyOfficial ὄCὄF Donates 10 Lakhs towards CM distress relief fund and 5 Lakhs for the purchase of relief materials which she is doing directly - includes transport, clothes, groceries, medicines.. #KeralaFloods #KeralaFloodRelief",
ID_1031564238236606464,"Sri Nayani Narsimha Reddy, Home Minister of Telangana handed over a cheque of Rs. 25 Crores as immediate assistance from Telangana Government towards Flood relief activities to Sri @VijayanPinarayi, Honble @CMOKerala #TelanganaStandsWithKerala #KeralaFloods",Telangana
ID_1031565155165822976,Dindugal District #VMI Took Flood Relief Materials To #Kerala For The People Who Are Affected In #KeralaFloods ὄFὄFὄF #Thalapathy @actorvijay Fans ὄC #KeralaReliefFund,Dindugal Kerala
ID_1031565960807890944,"Hey @timesofindia, why not donate this amount instead of simply predicting the death toll every morning? #KeralaFloods",
ID_1031576174739120128,"#KeralaFloods: Rations, eatables, clothes, blankets, drinking water distributed to the flood-affected people by @CISFHQrs #KeralaFloodReliefs",
ID_1031576632069382144,"RT @satishacharya: Military to the rescue, again! #KeralaFloods #CoorgFloods",
ID_1031576805184954368,"7. cattle fodder, 450 MT has been dispatched. Two lots of veterinary medicines have also been dispatched. @RailMinIndia have offered to supply required amounts of water and also transport relief material free of cost. #KeralaFloods #KeralaFloodRelief",KeralaFloods
ID_1031587066411274240,#Keralafloods What to expect when none of the 61 dams have an Emergency Plan? The reason behind big disaster. 100% literate State lacks education.,
ID_1031588710440087552,Crisis arose due to destruction of ecologically-sensitive zones in Western Ghats #GlobalWarming #floods #KerelaFloods #Kerela #India #ClimateChangeIsReal #nature #Ecosystem,India Kerela
ID_1031588891583754240,Helpings Provided By STUDENTS WING Trivandrum District Committee Thalapathy Vijay Fans For People Affected By Flood. #KeralaFloodRelief #KeralaFloods #DoForKerala #KeralaReliefFund,Trivandrum
ID_1031589401455808512,#Karnataka ministers @RV_Deshpande @utkhader MLC @Ivan_MLC @INCIndia @INCKarnataka leader @pv_mohan3 with officials witnessing #landslide damage at #jodupala in #Kodagu #KarnatakaRains #Flood #KodaguFloodRelief #KodaguRains #Coorg #DK,Karnataka Kodagu jodupala
ID_1031589667584528384,"***WHEN FISHERMEN TURNED HEROES*** The Kerala State Govt. has said that more than 2,800 fishermen have been involved in the relief effort & evacuated 80,000+ Peoples. #RebuildKerala #KeralaFloods",Kerala
ID_1031589922778435584,"No one know,they have lost 5 rescue persons. No TV channel cameras will show there works. No one in govt will appreciate there works. #Keralafloods affected persons will call them #SevaBharati #RSS @RatanSharda55 @kumarnandaj @prafullaketkar @ippatel @TajinderBagga",
ID_1031590462702813184,"A group of Sikh volunteers from Khalsa Aid International, have stepped forward to help Kerala flood victims. @Khalsa_Aid #KeralaFloods #KeralaFloods2018 #kerala",Kerala kerala
ID_1031590696321314816,#KeralaFloods Thanks for all those who stood with kerala on this rescue Missinon. thank you @adgpi @indiannavy @IndianAirforce_ Our Kerala Fishermans ὊA @CMOKerala @TheKeralaPolice @KeralaSDMA Peoples of Kerala Thank you All ὤFὤF #RebuildKerala #StandWithKerala #Donate4kerala,Kerala kerala
ID_1031590857206448128,RT @TheQuint: .@RichaChadha’s co-star Rajeev Pillai postpones his wedding and joins rescue operations in #KeralaFloods.,
ID_1031591108768350208,"#ExpressExplained | Amid calls for declaration of #KeralaFloods as a national disaster, @rahultripathi looks at how govt classifies calamities, and how such a classification helps determine the extent of central relief and funding.",
ID_1031692358809780224,"#SDPI Kerala RG Rescue team is doing a fabulous rescue work, one cannot measure their service in words. We often heard lots of propagandas against them but this was their actual work on field.Lots of love from Keralites to brothers in your team. #KeralaFloods #KeralaFloodRelief",Kerala
ID_1031707034578771968,Bal Swayamsevaks on collection drive for #KeralaFloodRelief camps. Members of Balgokulam tying Rakhies to Army men serving the flood victims.,
ID_1031722694167986176,"With most of #Kerala’s districts hit by floods, the state must necessarily depend on help from other states to organise stationary and mobile clinics to reach people. #KeralaFloodRelief #KeralaFloods",Kerala
ID_1031733858637676544,"#KeralaFloodRelief thread. Pls bear with me. I know many of you have sent relief materials to Kerala. But please dont stop sending clothes, pulses, condiments, napkins, food etc. There are more than 7 lk people in relief camps across Kerala. Many dont have a house to go bk to.",Kerala
ID_1031735473650184192,"#IndiaForKerala | Over 300 people have died in the southern state this monsoon, losses estimated to be over Rs. 20,000 crore Follow updates: Here’s how you can help #KeralaFlood victims:",
ID_1031736854624628736,9 RSS karyakarthas sacrificed their lives in Kerala Flood rescue operations. Pranam brothers for your selfless service.ὤF #KeralaFloods #keralafloodrelief @RSSorg,Kerala
ID_1031737451297959936,"#KeralaFloods Relief Housing. This technology is suitable for #rehabilitation housing needed for the lakhs of people displaced by the floods. Fast, Solid, Low Cost. #KeralaFloodRelief #affordableHousing #construction",KeralaFloods Relief Housing
ID_1031737455991447552,This is how foreign funding is fueling .. Hindu to Christian conversion . just one church in #Kerala got 825 Cr.and how much of this money is being spent on flood relief by these NGO and churches?? #KeralaReliefFund #KeralaFloods #KeralaFloodRelief,Kerala
ID_1031738438356070400,"#ABVPKerala karyakarta, in association with Seva Bharathi, have been tirelessly working since a week on rescue and relief operations for victims of #KeralaFlood. We urge you to contribute as much as you can, so that we can serve our fellow citizens better. #StandforKerala",
ID_1031739891351080960,"On behalf of @sitharaents #ShailajaReddyAlludu Team, Producer S. Radha Krishna(chinababu) & @directormaruthi has announced an amount of Rs. 5 Lakhs torwards the Kerala relief fund. #KeralaFloodRescue #DonateForKerala #KeralaReliefFund",Kerala
ID_1031740914774028288,"The country has been showering praises on the #Navy for its rescue efforts across Kerala. On Sunday, August 19, a chopper manned by the Indian Navy rescue team landed on a narrow rooftop and rescued an 80-year-old woman. #KeralaFloods #KeralaFloodRelief",Indian Kerala
ID_1031741035569922048,"Need this to rebuild Kerala, not food and clothes, says Union Minister Read here: Follow updates: Here’s how you can help #KeralaFlood victims:",Kerala
ID_1031744451423559680,"Kilimanoor Thalapathy Vijay fans donating medicines to adoor, chengannor relief camps. #KeralaFloods #KeralaFloodRelief #KeralaReliefFund",
ID_1031747521591169024,"Friends outside India - we desperately need your help for the #KeralaFloods which have already left thousands homeless, and has a current death toll of 324 people. Please contribute at from wherever you are in the world. #KeralaFloodRelief",India
ID_1031748163453894656,Yes we are Incredible Indians ἞E἟3἞E἟3ὠDὠD #KeralaFloods A Local Keralaite Hugging A TV Reporter Came frm Punjab To Report Ground Reality Of #KeralaFloodRescue He Saw This Man Stranded In Water & Saved Him Taking To A Safe Place. Man Ws Humbled By This & Hugged Reporter.,Punjab
ID_1031751922280067072,Chennai Villivakkam Thalapathy Vijay Fans packing Relief materials to Kerala Floods affected people. #KeralaFloods #KeralaFloodRelief #DoForKerala,Kerala
ID_1031752443292536832,"Glimpse of #KeralaFloodRelief efforts: @IAF_MCC sets up a Medical Camp for Flood affected people at Thiruvalla, Kerala @nsitharaman",Kerala Thiruvalla
ID_1031752466675785728,"RT @singhpiyush_: @DeShobhaa Oh really,We thought they are in urgent need of Food, water & shelter !!! #KeralaFloodRelief",
ID_1031767555570954240,Madhya Pradesh police donated Rs 1.31 crore to Kerala Chief Ministers distress relief fund. All police personnel of state will donate 1 days salary for same: Madhya Pradesh Director General of Police (ANI) Here’s how you can help #KeralaFlood victims:,Kerala
ID_1031768331647242240,"#CampusFrontofIndia, Karnataka have decided to provide school kits to disaster affected students of #KERALA and #KODAGU. So if you want to join your helping hands with us, you may please contact us. #KodaguFloodRelief #KeralaFloodRelief #CampusFront Karnataka",KERALA KODAGU Karnataka
ID_1031780950470877184,How #KeralaFloodRelief donations are administered at Chief Ministers Disaster Relief Fund. Initial Loss estimates are above ₹20000 crore( 2.7B$) and your support is needed to rebuild lives and livelihoods Donate at Get clarity and Fight Propaganda,
ID_1031796263128379392,"#Urgently required Over 50 ppl including the aged women and kids are stranded in a small island in Aranmula. Needs BP and Diabetes meds asap,sanitary napkin and under garments also needed. Is anyone available nearby to supply immediately? Gireesh 96566 52722 #KeralaFloodRelief",Aranmula
ID_1031798101541937152,Food safety commissioner M G Rajamanickam(IAS) could be seen transporting rice bags to a relief camp in Wayanad. Great ὄFὄFὄFὄF #KeralaFloodRelief #keralafloods,Wayanad
ID_1031799607758450688,Little drops of water make a mighty ocean Thank You @DhwaniPandya ! #KeralaFloodRelief #RebuildKerala,
ID_1031800238372048896,"Hi, would anyone have any details of some schools that have been hit badly after the floods? We would like to adopt 3-4 schools and send them the basic stationary and textbooks to resume normally once they reopen. Thanks. #KeralaFloodRelief #KeralaFloods",
ID_1031815476773441536,"RT @AgentSaffron: Wife of a billionaire, personally supervising relief material being packed.",
ID_1031816085866082304,My team @HelpAgeIndia_ in Kerala are on ground providing emergency relief medicines & food & non food items. Genuine work is happening. Elders most affected & left behind. Please join the efforts with your contributions at & volunteering #KeralaFloodRelief,Kerala
ID_1031816440997863424,Thankyou UAE Government for 700cr. to Kerala Flood Relief #UAEStandsWithKerala #uae #KeralaFloodRelief #uaegovernment,Kerala UAE
ID_1031816903512215552,There are millions of people in Kerala still displaced due to the rains and the numbers are only rising. Lets act. Every little contribution matters. #ElderlyCareMyKartavya #KeralaFloodRelief #KeralaFloods @MyKartavya @NASSCOMfdn,Kerala
ID_1031818834955526144,Most of the help in evacuation was provided by the #Fishermen #community in the #KeralaFloodRescue . Today around 80000 people were rescued from the area surroundings of #Kochi #KochiNavalBase,Kochi
